generation,pop_size,n_species,fitness_avg,fitness_std,fitness_best,n_extinctions,time_elapsed,run
0,20,1,9.312153819611956,5.539975801959166,28.040161270700004,0,118.26878309249878,run-14
1,20,1,14.37413730287065,11.462903762843217,47.19879610987897,0,193.65353631973267,run-14
2,20,1,25.3062318218492,13.415493549942497,60.02645930976436,0,308.1044888496399,run-14
3,20,1,26.63567993572013,12.281526929608091,54.03373558023886,0,317.0406970977783,run-14
4,20,1,23.88666778861843,9.81716257483449,48.8102590359452,0,298.6975374221802,run-14
5,20,1,23.08436855392993,7.592076028469211,39.94478320587377,0,278.9968361854553,run-14
6,20,1,29.283969000805712,7.440348026376112,44.71587268784136,0,349.4676568508148,run-14
7,20,1,17.357237598769792,11.56656448913184,40.71288867558816,0,224.2400641441345,run-14
8,20,1,29.90094561647081,9.912111761321976,60.004623987069856,0,354.1288664340973,run-14
9,20,1,23.213813460326467,8.625617446373631,45.12330723665436,0,284.3973572254181,run-14
10,20,1,12.302896761570576,7.383207620068897,22.652410867694737,0,161.49162912368774,run-14
11,20,1,31.803477762653262,9.309088050882098,51.90049402000832,0,375.64734625816345,run-14
12,20,1,21.103727268911623,8.95906854952272,33.57516323501264,0,261.96002888679504,run-14
13,20,1,28.6687464938603,9.338238923828712,57.519280320134456,0,332.41641998291016,run-14
14,20,1,27.63704723519242,5.004474330676704,39.21772549255296,0,329.2715084552765,run-14
15,20,1,23.8426632216514,9.179719305533856,46.08741576414928,0,289.3408262729645,run-14
16,20,1,11.526094744980162,14.32533984996693,55.7926892659661,0,160.2170057296753,run-14
17,20,1,23.20913478553468,11.822061274798209,60.03337797059301,0,284.4994673728943,run-14
18,20,1,29.06079074305976,9.762447100924769,47.86737282871825,0,350.6021785736084,run-14
19,20,1,19.809608023233103,10.556772692898514,52.83785050504746,0,248.9701647758484,run-14
0,20,1,8.494404109877411,4.809616081570092,24.025337863399315,0,124.21610927581789,run-10
1,20,1,8.594691883817788,7.253314098869137,27.232951876425684,0,133.28639197349548,run-10
2,20,1,24.71151554036461,10.49960727489259,54.75222774315123,0,317.0513195991516,run-10
3,20,1,23.36355635790032,9.437075777347326,45.09675015165785,0,291.47013664245605,run-10
4,20,1,25.950850340421454,11.833723536268716,53.48169171834954,0,315.32894349098206,run-10
5,20,1,22.082083033268567,12.132221609665724,53.66088806813496,0,274.71156787872314,run-10
6,20,1,25.2462582227002,14.243201302290297,60.00247896533852,0,312.528742313385,run-10
7,20,1,25.73480663299752,12.991293475244298,58.61484833147615,0,328.4046130180359,run-10
8,20,1,26.4639716254348,12.750514439697202,49.479063193844446,0,320.2712700366974,run-10
9,20,1,28.68619052581757,11.181445834995303,60.005909837298255,0,350.8064799308777,run-10
10,20,1,24.992307358173147,14.786748248350564,60.028747839914296,0,305.8449513912201,run-10
11,20,1,20.22501964445984,14.233961223616172,52.25546276984069,0,253.803307056427,run-10
12,20,1,22.6170535107312,14.817628530836917,60.01381481543498,0,277.5433728694916,run-10
13,20,1,29.55273361631483,11.111402264670348,48.94101648136851,0,349.0366277694702,run-10
14,20,1,25.3382891627288,13.415071797236084,42.82566330284124,0,304.6962571144104,run-10
15,20,1,27.29417376635221,7.362964584367393,45.93703806137488,0,330.7042627334595,run-10
16,20,1,17.52058547120655,14.968886121282535,55.17545300599956,0,225.3556950092316,run-10
17,20,1,18.48412200583995,7.761995232104727,39.36241586524618,0,232.60422921180725,run-10
18,20,1,17.849864864209888,9.726025947903455,39.30975933243968,0,230.5505130290985,run-10
19,20,1,10.977383737783985,8.169247861420436,34.62400756283389,0,148.2238974571228,run-10
0,20,1,8.33670256772476,12.90690208659,60.01652895293821,0,107.91777420043944,run-15
1,20,1,24.227072673708925,12.907671486627004,49.10895384422176,0,300.30715107917786,run-15
2,20,1,15.04238644994727,10.856075791985065,35.37802304268333,0,199.9545648097992,run-15
3,20,1,7.014773242141976,11.260491014506542,56.084286273587495,0,99.00905966758728,run-15
4,20,1,20.034574917757475,7.75811496675749,32.80265401265465,0,260.81336092948914,run-15
5,20,1,17.20250892222466,14.151820317726813,60.013561060823264,0,218.2449440956116,run-15
6,20,1,24.709528744128512,7.6480250347412255,43.00731221498182,0,304.0885078907013,run-15
7,20,1,26.833987279821383,16.207257228173226,60.021392420027176,0,310.86259508132935,run-15
8,20,1,19.19876032311452,10.929856610906269,39.86345533371686,0,243.143780708313,run-15
9,20,1,25.526957346785192,5.883005595406109,39.27799000780675,0,310.02951979637146,run-15
10,20,1,23.13627833148573,11.75725363338366,51.37842973687255,0,282.0738296508789,run-15
11,20,1,17.348577923391822,14.878242418851054,60.02086671862831,0,214.1563265323639,run-15
12,20,1,24.776725067902767,10.824065091243265,51.1737566128116,0,298.26244735717773,run-15
13,20,1,17.725093620273544,9.75527825254034,32.33494952676994,0,221.738929271698,run-15
14,20,1,26.650459115846356,12.992887877474566,60.02128952469194,0,331.409161567688,run-15
15,20,1,22.378295675274124,6.602227372373248,42.87292245978728,0,273.1817846298218,run-15
16,20,1,13.642583546911766,12.251590472492037,42.11305605114646,0,188.07273745536804,run-15
17,20,1,13.54104237093362,10.383722569343377,36.367222933747385,0,185.71700477600095,run-15
18,20,1,25.874322731988048,14.292676454056092,60.009907747900186,0,314.9558789730072,run-15
19,20,1,26.66467414667324,8.20380359695766,40.580350842172805,0,330.1326556205749,run-15
0,20,1,14.851502802114862,8.64184252972525,28.46016572501337,0,195.6530463695526,run-4
1,20,1,14.986915424246352,1.01649669146777,15.83343618010012,0,183.36571884155276,run-4
2,20,1,9.72859486373205,3.948234687987992,20.00829777498824,0,129.40551662445068,run-4
3,20,1,24.819535173387056,17.078893239690775,60.000339754383006,0,301.1754462718964,run-4
4,20,1,21.250044908435957,9.526333964717374,34.856321413973525,0,273.5477948188782,run-4
5,20,1,7.627693890691098,8.785067990766125,31.32351142016133,0,115.72218108177184,run-4
6,20,1,4.799182403587396,0.0804659101650838,4.97608831682559,0,75.30531311035156,run-4
7,20,1,27.28177349348538,8.280275256004243,51.96585243147514,0,330.91227412223816,run-4
8,20,1,31.737658920284257,10.834951386307065,55.61645969153985,0,366.7715301513672,run-4
9,20,1,22.019141190495617,8.392706212230145,43.37488335003935,0,266.23240089416504,run-4
10,20,1,26.34080497056509,10.79245940042323,60.02719304423539,0,301.70645689964294,run-4
11,20,1,24.108105684193525,11.170161611374017,60.02274947425945,0,292.3145196437836,run-4
12,20,1,26.259269489624664,11.08464455940042,41.89956010073536,0,313.9303116798401,run-4
13,20,1,19.87384130906048,13.273449929813893,47.45786442001207,0,250.055415391922,run-4
14,20,1,26.222505188368014,11.85051294027463,60.02989955011672,0,300.5166726112366,run-4
15,20,1,25.09343425100311,13.19475084111262,60.02218656030699,0,307.1031575202942,run-4
16,20,1,19.804318036860327,15.596037778794358,60.069665689084175,0,250.8163766860962,run-4
17,20,1,31.92033060100561,9.41037202101711,52.89770936224595,0,378.6922895908356,run-4
18,20,1,32.141482303820766,10.796744177953356,60.00676870829143,0,377.09193897247314,run-4
19,20,1,21.36945136911399,5.804440565328451,31.60047386109445,0,263.5636992454529,run-4
0,20,1,8.930107296390014,8.639954563588187,31.99230361698574,0,131.65607070922852,run-13
1,20,1,14.883066666367124,8.730751556075091,32.270176629561696,0,192.84086680412287,run-13
2,20,1,12.064116651738832,5.417302206941157,25.51589567480367,0,168.9015915393829,run-13
3,20,1,16.947237761835446,11.237666930747842,44.48822139188866,0,216.9389455318451,run-13
4,20,1,19.3048999342357,10.341636626963195,46.62569684018809,0,248.07303190231323,run-13
5,20,1,24.570391359242628,9.478497859709485,48.54538861958152,0,308.1260044574737,run-13
6,20,1,13.876219926817914,5.242830825910055,25.192199655948496,0,181.4353539943695,run-13
7,20,1,19.13743436137098,7.385399472399276,31.722918886340054,0,257.4373052120209,run-13
8,20,1,17.68197308260509,15.34986080386616,60.04062003222082,0,204.55463933944705,run-13
9,20,1,25.39553891787701,15.31780804985076,52.62702286774078,0,312.12215209007263,run-13
10,20,1,5.086191324430355,5.1376653704016535,25.813314038223627,0,79.27803707122803,run-13
11,20,1,10.514378122559847,12.339960903672178,45.44053798952429,0,143.988534450531,run-13
12,20,1,16.721317652540506,8.941731926672935,39.894781822976086,0,213.92378163337708,run-13
13,20,1,17.90184847030057,9.223566302427578,43.8399432387426,0,233.8592939376831,run-13
14,20,1,21.441343622875472,14.341271899742782,60.019071748670136,0,267.9411971569061,run-13
15,20,1,17.984343295961956,7.268601173610982,36.80186588691087,0,236.3040189743042,run-13
16,20,1,8.643926971530627,4.481104528481166,26.337905188855306,0,110.85317659378052,run-13
17,20,1,5.677324216957227,1.950502021295259,14.024702132870098,0,83.68930149078369,run-13
18,20,1,4.421284339041932,0.5184812976450726,5.208425204361555,0,71.80196809768677,run-13
19,20,1,22.67909773011814,12.84606725601816,48.970138189617984,0,300.28261828422546,run-13
0,20,1,10.30706931489307,10.232290736100738,48.06202510748656,0,146.24046969413757,run-19
1,20,1,13.940336981056516,10.063068584104334,41.58508677004943,0,191.61384201049805,run-19
2,20,1,22.75199831797617,4.220020052686787,28.69231313770617,0,289.473326921463,run-19
3,20,1,29.868976775881883,12.125702141327894,60.02018073041575,0,360.224157333374,run-19
4,20,1,23.68737287394131,11.232778445104447,52.79380715647522,0,279.72465229034424,run-19
5,20,1,18.020063437027456,11.081268875841436,36.37863780402353,0,228.34261536598208,run-19
6,20,1,26.767834296556902,8.512884523345683,44.756000793094245,0,326.4500381946564,run-19
7,20,1,28.899212561636563,15.02253774690564,60.02199736675448,0,338.6764934062958,run-19
8,20,1,19.5128294968981,8.154332472943604,39.56173932445046,0,248.94428634643555,run-19
9,20,1,29.658603000298815,12.83627710072627,53.34151347105781,0,352.09845638275146,run-19
10,20,1,26.44796613031424,8.680833569604221,52.357877262055446,0,320.3382487297058,run-19
11,20,1,19.1592047409144,13.106457953242549,45.48061712596882,0,239.88743567466736,run-19
12,20,1,27.40952966068924,8.049171599155976,51.83441098860523,0,328.8734576702118,run-19
13,20,1,24.235400282927834,7.473796222209374,40.01966177837655,0,307.7212224006653,run-19
14,20,1,27.965390653061046,8.222318711794554,42.839140448123885,0,339.2183532714844,run-19
15,20,1,19.458166614952106,13.777603033497916,51.40452833673723,0,265.86697578430176,run-19
16,20,1,20.15881814465262,15.861467471500056,60.02380707449856,0,255.5036175251007,run-19
17,20,1,25.010790022382565,8.66179735898894,43.90338098216133,0,317.4444046020508,run-19
18,20,1,20.68987286671544,11.594007598117589,60.00064533522628,0,249.0999743938446,run-19
19,20,1,19.197675173450587,15.565292724519145,52.58134831265168,0,264.48022389411926,run-19
0,20,1,5.036500782343179,1.7290067385225252,12.351609716561038,0,75.48797345161438,run-2
1,20,1,7.515045467902492,8.36742257041406,24.31943025870301,0,111.90661549568176,run-2
2,20,1,17.211953527299755,9.940907912218009,43.014900401216025,0,225.30525159835813,run-2
3,20,1,19.07872231298858,9.451973361786855,46.43301700295562,0,241.73572421073916,run-2
4,20,1,13.641933902720826,4.422570416049747,21.21151376589848,0,186.3588626384735,run-2
5,20,1,13.61442470272909,11.586260436757064,47.45673116411921,0,182.25174975395203,run-2
6,20,1,29.23761312989874,10.846601670468914,51.34949187948869,0,350.70773124694824,run-2
7,20,1,27.578744683147978,9.535872001690198,45.77033171592734,0,325.03455567359924,run-2
8,20,1,23.040130023813425,15.65778001261966,60.007729372082345,0,286.3135359287262,run-2
9,20,1,11.465470455528614,9.544569207666784,35.837874628661844,0,151.68077206611633,run-2
10,20,1,36.24320068570312,13.097146731360548,60.05709070320111,0,404.4158236980438,run-2
11,20,1,16.080185315407363,9.516155413233536,40.75506252565724,0,207.09749960899356,run-2
12,20,1,33.468863609967386,10.63794029952711,60.02561580916571,0,386.9684793949127,run-2
13,20,1,22.225992374215878,7.97065545450152,42.00305100554746,0,273.8104057312012,run-2
14,20,1,20.56263098740751,10.738870997359722,43.75300884035112,0,255.9783170223236,run-2
15,20,1,28.671888325383605,5.349413727928476,40.010514145903024,0,354.660662651062,run-2
16,20,1,33.0942013858672,11.071374652213096,54.502890764887205,0,388.2249252796173,run-2
