generation,pop_size,n_species,fitness_avg,fitness_std,fitness_best,n_extinctions,time_elapsed,run
8,20,1,20.723433253795545,11.1904197666319,42.182391239687,0,254.9961352348328,run-13
9,20,1,17.832868541903355,10.152398928834897,34.20850867055084,0,229.6541829109192,run-13
10,20,1,24.998965615502723,12.68397833045653,47.00988257620133,0,306.63183069229126,run-13
11,20,1,10.84072013486205,9.56621222702658,44.198986425493054,0,130.57175874710083,run-13
12,20,1,14.696806044052764,8.795855144535759,28.83362594612892,0,192.69828510284424,run-13
13,20,1,24.79300662791348,7.7318213251340016,38.69641375391939,0,302.4926826953888,run-13
14,20,1,28.93062421195874,14.304429218987558,60.01823970171655,0,346.48640632629395,run-13
15,20,1,23.400556898925743,10.933805698831453,50.8909240188828,0,267.58227586746216,run-13
16,20,1,22.832195052576797,11.106958715440754,60.01947854181133,0,283.9720103740692,run-13
17,20,1,12.245964649458692,8.612216182177196,27.643013593527368,0,169.73549389839172,run-13
18,20,1,21.564874447840268,10.191837320983003,48.11326008065031,0,274.06857442855835,run-13
19,20,1,26.226053577615563,6.832760540532476,47.07438339659953,0,314.363954782486,run-13
0,20,1,8.8566981637313,7.61908829467512,32.705133072435125,0,124.60356283187866,run-19
1,20,1,8.42035151732124,5.563070102721562,29.48664330339404,0,115.66353869438171,run-19
2,20,1,11.422071671030592,6.535387010633664,27.07884632806829,0,150.54378247261047,run-19
3,20,1,17.08122276984626,12.557956830744054,60.05602330617924,0,223.0785839557648,run-19
4,20,1,13.23797380464003,12.247835448634316,46.28280179792217,0,166.55315971374512,run-19
5,20,1,19.20073765201968,11.217790826738556,42.47591791527849,0,240.3619606494904,run-19
6,20,1,14.266800303584096,5.338583404371773,25.577983323945425,0,182.31535816192627,run-19
7,20,1,28.62339441137748,9.05459948378832,52.36318318108013,0,348.7596879005432,run-19
8,20,1,21.32029328960332,10.548296295493362,40.34674855067899,0,264.5949332714081,run-19
9,20,1,30.49573342909058,14.66612825540435,60.02524416166609,0,361.50382256507874,run-19
10,20,1,14.21771165685087,14.288111500233052,41.06535054223984,0,189.5592544078827,run-19
11,20,1,17.56259364143317,12.103772609226596,48.19022517656767,0,226.61327171325684,run-19
12,20,1,30.100082108270534,10.229804614247064,52.989218421384535,0,352.8838086128235,run-19
13,20,1,26.14039332117596,11.318676673174869,52.6103625881866,0,318.97942543029785,run-19
14,20,1,21.448948928968925,7.357099053390952,34.66286521888524,0,274.80879378318787,run-19
15,20,1,14.585484873702171,13.526781729638506,60.041575995451424,0,185.94135570526123,run-19
16,20,1,8.314771607707959,10.486444849147777,40.13580883321434,0,123.65208530426024,run-19
17,20,1,29.092457050481737,7.848036035003415,55.568545192376256,0,344.71859407424927,run-19
18,20,1,26.155897322065368,8.879415170046636,44.55418138197657,0,315.0571246147156,run-19
19,20,1,27.39978307812213,9.150909696775,46.681968806341175,0,333.47039699554443,run-19
0,20,1,7.673502073113386,7.585764489924242,33.37127946780646,0,106.94251155853271,run-2
1,20,1,3.460613276405109,4.571622970048589,23.3842293274743,0,64.78205394744873,run-2
2,20,1,9.980961739712404,7.341139904148093,37.04054543398893,0,139.06981134414673,run-2
3,20,1,12.916072768409,6.328396949848708,26.110160358099645,0,179.90002965927124,run-2
4,20,1,27.101878778494,10.01520648514677,60.01485295912576,0,322.2359955310821,run-2
5,20,1,21.583193505413853,9.706150441614325,41.72655316852838,0,267.8913049697876,run-2
6,20,1,30.546874793496745,17.960859291127996,60.00203166534904,0,337.3813338279724,run-2
7,20,1,32.07324970846835,7.50386721921171,47.39055593826348,0,383.7577352523804,run-2
8,20,1,20.708007139951,7.592656569389565,37.99572341544341,0,268.3152437210083,run-2
9,20,1,17.619688421527165,11.539087410858192,44.57545449718329,0,223.7543790340424,run-2
10,20,1,31.546804781537823,10.565960600654275,54.45548645032512,0,373.8436667919159,run-2
11,20,1,23.657895550230226,6.497377379885082,33.425836914869286,0,299.6498417854309,run-2
12,20,1,25.9366895849846,11.123705451295391,60.014181617893925,0,300.27358984947205,run-2
13,20,1,24.971247593027435,8.451911364731144,46.72038031821358,0,307.2992103099823,run-2
14,20,1,15.165307143664991,11.950424484911268,38.90336627597086,0,200.02213978767395,run-2
15,20,1,25.50864209717602,10.527885630061432,55.5359301444723,0,303.08816933631897,run-2
16,20,1,30.216034189251317,11.733183238943807,60.00405523025263,0,371.0774748325348,run-2
17,20,1,23.863061248418425,5.762699942374236,36.19344326477752,0,293.7939922809601,run-2
18,20,1,15.755922558196977,7.050955509850204,34.952444904975856,0,202.31860613822937,run-2
19,20,1,21.90379677099336,7.064900518489646,43.08835957975937,0,273.55913066864014,run-2
0,20,1,17.291674829516268,8.568940189514686,40.2797070039695,0,219.10949397087097,run-3
1,20,1,13.9741305942667,7.856419664901298,31.73505244062189,0,188.08758568763733,run-3
2,20,1,21.953680185117253,7.612666810331911,38.745198437371975,0,290.69563150405884,run-3
3,20,1,13.600813318270047,4.979416652174884,29.353295021678928,0,185.4176788330078,run-3
4,20,1,14.542104774234692,9.171722624474269,32.92098835219299,0,182.45147895812988,run-3
5,20,1,17.750229395516797,10.12313438722319,39.01314271994335,0,237.3316240310669,run-3
6,20,1,35.17577683585794,13.75925715961611,60.04362237959478,0,415.6698143482208,run-3
7,20,1,28.01468153340003,6.414387760978932,46.53262925600688,0,346.65135502815247,run-3
8,20,1,29.99070465781364,10.070703553473212,51.62018025104498,0,352.2655143737793,run-3
9,20,1,26.256536363137126,9.1923558465232,49.62207405243876,0,316.5934858322144,run-3
10,20,1,16.003866618172204,15.635329365481295,55.04537873888067,0,196.6032009124756,run-3
11,20,1,27.66051443928332,9.643040250868172,54.82342342837351,0,329.7471148967743,run-3
12,20,1,20.894874915909448,13.95153263840755,50.11459662243208,0,255.6837034225464,run-3
13,20,1,20.328384780151843,8.510265075817422,31.44634066975948,0,252.11957716941836,run-3
14,20,1,27.8396286746786,14.303325191803111,60.00264136901632,0,332.49333143234253,run-3
15,20,1,12.919526583098696,13.732487322826842,60.00551474459241,0,172.29363894462583,run-3
16,20,1,23.957666189064494,7.044128144096536,40.63501069400623,0,294.7923586368561,run-3
17,20,1,25.47230056039612,10.47636995561512,52.47391571462142,0,311.7340941429138,run-3
18,20,1,21.685167508596496,8.079282702604223,37.19525770032134,0,266.0432457923889,run-3
19,20,1,31.94590665000536,13.881578047678529,60.0144819797741,0,370.6055164337158,run-3
0,20,1,9.018030781909191,8.588512651734415,26.7036624171304,0,130.49449634552002,run-0
1,20,1,20.87446544754386,11.131294880666845,46.31599751398627,0,289.6948750019073,run-0
2,20,1,16.96431832605713,12.450663213582006,48.34630240573246,0,212.1582887172699,run-0
3,20,1,30.77901289796752,10.235434465677804,60.01069207434212,0,378.34995913505554,run-0
4,20,1,13.744739263747652,8.653085567699474,29.55435584979317,0,185.25042295455933,run-0
5,20,1,16.226792386043776,10.03208942784748,34.04924544949897,0,204.3384177684784,run-0
6,20,1,31.5255289550252,11.53577751224852,60.0071421071412,0,349.75448274612427,run-0
7,20,1,23.429865285671607,11.566189639409808,60.00252771644946,0,286.8937015533447,run-0
8,20,1,22.983157054106844,9.147894861162412,60.05009361609847,0,292.7386066913605,run-0
9,20,1,24.77103013543558,8.857946746856411,47.1116900123216,0,305.9902651309967,run-0
10,20,1,30.4665171192731,10.588712570495948,60.04222443256197,0,363.27076721191406,run-0
11,20,1,28.9543553230582,12.705130639294648,60.04746695623325,0,325.3937420845032,run-0
12,20,1,28.477301621563743,7.797070892516642,51.43437622186142,0,342.1247601509094,run-0
13,20,1,19.97621667906584,10.78310003455984,40.25272405461368,0,252.70913338661197,run-0
14,20,1,25.254435096409107,9.09871669653826,52.87979298272143,0,311.5563180446625,run-0
15,20,1,35.29092174143712,10.056794576340518,60.00518689170192,0,403.2434749603272,run-0
16,20,1,15.698768538816228,10.921598988119683,49.186061951189046,0,204.53324794769287,run-0
17,20,1,30.40448763715719,14.323371965338907,60.017801726708186,0,356.7680220603943,run-0
18,20,1,27.63253253642899,12.3014611564797,48.75304463135389,0,329.2591724395752,run-0
19,20,1,28.722880703206908,12.866896837236846,60.02880764447529,0,335.57015347480774,run-0
0,20,1,15.69342100908751,10.175034449767631,40.36771652161461,0,203.2217514514923,run-7
1,20,1,15.362212822596527,14.015227134649423,55.12907680572796,0,203.2222590446472,run-7
2,20,1,16.087605892594432,9.5883745103769,41.02237489596719,0,211.78552293777463,run-7
3,20,1,16.802403856298803,16.226022697894997,60.01327078897258,0,213.8088173866272,run-7
4,20,1,28.73334480496162,7.806844386546504,50.517355354007954,0,352.88486075401306,run-7
5,20,1,27.389944077914265,8.279198026612876,48.55715409705408,0,327.9951343536377,run-7
6,20,1,31.017651360470364,11.63208028858546,52.40279886281799,0,361.2603170871735,run-7
7,20,1,27.74481325896293,12.930238086317743,60.01564650749495,0,332.2789113521576,run-7
8,20,1,27.525924828705485,12.401766538953725,56.25314846461135,0,323.54218912124634,run-7
9,20,1,29.230317572377523,9.061232375725526,47.551672925444,0,343.1835594177246,run-7
10,20,1,27.604136143991425,6.12782936083789,43.11834220554888,0,327.2578356266022,run-7
11,20,1,17.762686911332825,12.80377268216026,54.7498198078014,0,226.52223587036133,run-7
12,20,1,23.38416254019861,12.019360324141118,53.50429647542327,0,283.1625761985779,run-7
13,20,1,27.63304753450894,6.353000029903658,42.75076759364688,0,333.0449604988098,run-7
14,20,1,18.08802684156552,11.610444496817488,60.00451335630397,0,203.05936121940613,run-7
15,20,1,20.979555246718004,10.05006335954169,44.82448962071992,0,262.1229019165039,run-7
16,20,1,29.19136175012376,8.664405734816993,43.725453922974445,0,352.18098878860474,run-7
17,20,1,24.671428580942298,6.199283055646188,35.889598032800315,0,302.4354660511017,run-7
18,20,1,25.689970487367173,16.573187773804918,60.02059278594117,0,290.41848134994507,run-7
19,20,1,26.163601379456047,12.7098778124967,60.022844819117424,0,318.53919410705566,run-7
0,20,1,17.79175413518013,10.630123991942002,42.14504732362386,0,223.1834201812744,run-8
1,20,1,11.128003262013532,3.5629546585742107,22.81906145420773,0,128.35753965377808,run-8
2,20,1,9.645379396579656,6.845298116411194,27.251888107844405,0,115.29398560523988,run-8
3,20,1,22.88368007511355,12.062052319225574,47.03219273038892,0,281.28413128852844,run-8
4,20,1,12.836899699096064,14.000663924605377,60.00941551873435,0,166.90673398971558,run-8
5,20,1,18.35065264530231,11.095689283317038,40.76539495817335,0,238.40574955940247,run-8
6,20,1,27.625749725512023,8.774543179673486,42.24744253847823,0,325.63793420791626,run-8
7,20,1,24.99597797609605,15.35472395318748,48.61286447648145,0,303.92833137512207,run-8
8,20,1,22.280466676343305,15.821383165130866,60.02232842596383,0,254.6356954574585,run-8
9,20,1,17.80794767965515,9.195696670256702,29.574075585804493,0,243.5705749988556,run-8
10,20,1,21.63048276458036,13.910690754162424,52.33014650665368,0,268.6052775382996,run-8
11,20,1,27.7639432896563,12.720524345492054,60.04365265242807,0,330.8278841972351,run-8
12,20,1,22.357679601596622,11.342271113204756,57.37268828322901,0,278.78392028808594,run-8
13,20,1,16.003723396094312,9.726904088742796,47.58924992285115,0,209.64722228050232,run-8
14,20,1,26.334225411120507,13.999680303775529,60.00969563575021,0,312.8244218826294,run-8
15,20,1,31.303223383541145,10.285381363673956,55.93035884896717,0,355.04792857170105,run-8
16,20,1,18.09352020590927,12.27825926597524,49.971901307269405,0,232.7807984352112,run-8
17,20,1,27.01486786021704,5.668009721819593,39.24587352858959,0,333.6254498958588,run-8
18,20,1,18.381489801834835,15.09300931618119,50.68280084222416,0,235.0796811580658,run-8
19,20,1,33.23493594852158,8.562560625361884,60.02437704595136,0,392.0154256820679,run-8
0,20,1,8.773483395968515,5.16822588187903,21.166736709696192,0,112.5148150920868,run-1
1,20,1,14.014927985263716,7.014896532428685,30.17838450342809,0,181.17013883590695,run-1
2,20,1,3.188207295171241,2.9584927369351703,15.89968559783387,0,62.14402675628662,run-1
3,20,1,16.800760929845698,11.961276564813438,41.22472998506822,0,217.93231868743896,run-1
4,20,1,14.32970425646702,7.559393069494809,28.07236139050996,0,199.3266966342926,run-1
5,20,1,23.79822039734746,12.466123625773074,60.002933341360304,0,303.80006861686707,run-1
6,20,1,14.824436817678103,13.7161685397327,49.16113235878663,0,199.6046576499939,run-1
7,20,1,14.8236043349326,11.295876571731878,42.994637820701584,0,200.08290696144104,run-1
8,20,1,17.333139939846387,4.533483873605583,29.00313903648052,0,233.05992102622983,run-1
9,20,1,21.76171629072577,10.36310270371562,49.12738527798793,0,245.9397258758545,run-1
10,20,1,7.9348690883199,6.99862035624002,25.762216839982457,0,110.17856550216676,run-1
11,20,1,7.999520731927379,7.128884542083878,33.589872587461855,0,123.22065353393556,run-1
12,20,1,9.129988403439434,7.336332341454659,29.86487350277489,0,138.9466314315796,run-1
13,20,1,12.055546339492135,5.781649891590074,26.96288588109208,0,160.61627221107483,run-1
14,20,1,21.74043677489824,8.474946021468616,41.27067221455402,0,273.9430239200592,run-1
15,20,1,23.407413035833702,13.511545302897709,53.59353183811852,0,287.85735058784485,run-1
16,20,1,23.81204694920579,6.556833116164055,39.798914697460944,0,289.6052689552307,run-1
17,20,1,19.999939866271884,8.903667033297923,36.05907453273643,0,256.63522815704346,run-1
18,20,1,15.415733626061495,8.728553566570147,41.80747208297327,0,200.26972270011905,run-1
19,20,1,13.836863782682824,11.994599480834957,60.02840894044098,0,175.39494466781616,run-1
0,20,1,6.644408836767854,1.7588451181192026,10.996046086010494,0,89.09957551956177,run-17
1,20,1,18.09172403187788,12.081416346924753,56.5129523630614,0,236.2181215286255,run-17
2,20,1,25.263193706015223,17.37201856756331,60.0125509006413,0,310.85000562667847,run-17
3,20,1,13.800036507583169,7.182394695980071,30.644562950538223,0,181.1619758605957,run-17
4,20,1,26.39527685851158,5.157866043660645,39.01793157668455,0,324.9200191497803,run-17
5,20,1,28.740700981455813,13.284090248891976,60.02275704292374,0,355.51088094711304,run-17
6,20,1,12.00428363591434,13.14484691844529,41.42199874165317,0,161.13467526435852,run-17
7,20,1,27.388818563567337,7.108700569685071,43.19483058948139,0,333.5274031162262,run-17
8,20,1,31.43782345114776,14.974570632814034,60.02734337949988,0,383.6187837123871,run-17
9,20,1,27.9181920898992,11.02450353170822,49.86245655515636,0,330.112774848938,run-17
10,20,1,15.627991047646129,4.783894093416339,27.922437211251143,0,206.01667833328247,run-17
11,20,1,18.833712712752057,9.831762134405237,38.91127772691075,0,235.03515601158145,run-17
12,20,1,29.32564372404109,7.721090697655997,48.30565864706741,0,359.2714293003082,run-17
13,20,1,28.787037405416907,8.408870665553124,51.56323296731522,0,342.12817430496216,run-17
14,20,1,25.166584068514645,1.7593908260229658,28.347149840787853,0,314.6114809513092,run-17
15,20,1,33.25580045697468,12.79430506160617,60.02993718461667,0,383.89298129081726,run-17
16,20,1,17.89036969700591,11.204367114948036,38.96678488706404,0,233.95615577697757,run-17
17,20,1,10.970721468003813,9.116141002883014,31.573462984973133,0,152.63419842720032,run-17
18,20,1,22.16106678856369,11.146183621534934,45.591442290392926,0,277.60795521736145,run-17
19,20,1,21.25348998061836,6.192408210994285,41.802581987152365,0,268.1371383666992,run-17
0,20,1,9.193742606279832,6.626557636230493,26.926043121594574,0,135.38794541358948,run-16
1,20,1,11.02351504345584,9.564474261534205,38.721201559759045,0,158.18016123771667,run-16
2,20,1,21.621348078359077,9.519630856257482,39.66569221078909,0,275.8317532539368,run-16
3,20,1,32.64120898143925,13.02053289886218,60.02854084425456,0,385.5017740726471,run-16
4,20,1,26.728694794854157,10.91290124485376,45.8848900081117,0,336.0002896785736,run-16
5,20,1,25.52629643958057,8.518190051845563,48.060252241988536,0,312.1524930000305,run-16
6,20,1,23.507847142706687,11.181055318390792,49.43252701727027,0,289.05185985565186,run-16
7,20,1,29.823314315363227,10.03833411005374,52.85933994364044,0,350.58471965789795,run-16
8,20,1,25.309095092422968,17.270687833808417,60.02775402274784,0,282.264689207077,run-16
9,20,1,26.93135552718221,10.297050905147833,56.950061111511175,0,320.2402691841125,run-16
10,20,1,28.721057016795704,11.889785883147416,60.00364948531938,0,340.56944727897644,run-16
11,20,1,11.796125578170097,12.532491063301173,49.956255259022285,0,158.78699398040771,run-16
12,20,1,30.34740342505661,11.989101605917984,52.89107208400361,0,357.2673935890198,run-16
13,20,1,27.73952607963931,8.886755088639495,45.92869228854676,0,327.92163133621216,run-16
14,20,1,24.990307502779853,12.30276548714554,57.63427777564715,0,299.55214524269104,run-16
15,20,1,25.087942875929755,10.252039729780517,42.98951540340085,0,304.67902874946594,run-16
16,20,1,19.54863411201425,12.73759479668364,50.62368177443388,0,242.72036385536197,run-16
17,20,1,21.278988694510662,7.147617898487229,39.00602054992967,0,268.6354043483734,run-16
18,20,1,27.442883061310447,6.150238119381638,40.3232791412664,0,333.0254786014557,run-16
19,20,1,11.673562348610943,9.077489898011544,30.776548284310834,0,140.12556076049805,run-16
0,20,1,16.07330994507428,15.466467915837455,60.00019405559502,0,201.9175956249237,run-6
1,20,1,10.842014204817971,15.250715709964387,60.059919363358006,0,147.79409909248352,run-6
2,20,1,11.83465098249926,9.25793770753244,28.85499835419626,0,159.41217947006226,run-6
3,20,1,17.363821971908397,10.84174232374133,42.30830788536412,0,226.07958841323853,run-6
4,20,1,13.452240594248966,12.613784085831105,46.073232065967225,0,180.11845588684082,run-6
5,20,1,27.70179335641641,10.943897184611195,53.30213215109957,0,324.95574736595154,run-6
6,20,1,27.78037069812214,12.191217115982711,51.44920718555398,0,343.27698254585266,run-6
7,20,1,33.36287810905368,11.675156625781442,60.0284166160012,0,391.1502873897553,run-6
8,20,1,33.0126384332721,11.33511826902942,51.32463314337975,0,369.4402017593384,run-6
9,20,1,24.023408598407897,10.531295016632644,51.304084300692814,0,296.2649977207184,run-6
10,20,1,29.330943422602974,13.60513151935396,60.00395112766426,0,346.7298676967621,run-6
11,20,1,25.478730566053944,10.501634404670124,41.97932730531813,0,311.71689105033875,run-6
12,20,1,17.67701956156824,14.53465376445846,44.5631781635172,0,222.52535271644592,run-6
13,20,1,23.44150941962958,6.401155918474705,44.44857043646035,0,288.458820104599,run-6
14,20,1,21.804925274564575,5.173149034258888,28.25947930966939,0,277.5268602371216,run-6
15,20,1,25.82624199408686,9.250986472990334,60.01131849588279,0,306.4476578235626,run-6
16,20,1,30.082033100161787,11.954560223957197,60.02545284737975,0,339.6216106414795,run-6
17,20,1,17.20400968572721,16.655258393044925,60.00027701341731,0,217.0011875629425,run-6
18,20,1,25.841211164016027,12.449592371477786,55.23055867299514,0,304.5164499282837,run-6
19,20,1,27.750496858811125,12.77479148896577,60.02430064265181,0,336.6966516971588,run-6
0,20,1,9.429179821438426,7.385069777964286,25.6453534027111,0,153.45234322547913,run-11
1,20,1,17.93810945360864,8.554562524737499,42.26654689252756,0,258.1374251842499,run-11
2,20,1,20.969979441115598,9.529144186965173,35.21673354875461,0,267.07314014434814,run-11
3,20,1,24.80928921193105,11.386860307229956,50.64411813700437,0,303.4099462032318,run-11
4,20,1,25.361501218295025,10.955059338952926,54.03595588412704,0,309.73756551742554,run-11
5,20,1,37.8631649799765,14.355798530979584,60.07038289447135,0,421.0192980766296,run-11
6,20,1,20.631932652566757,15.318308606239023,48.698534806880055,0,253.20426750183103,run-11
7,20,1,36.77252401291288,12.209135013106373,60.01492570458269,0,410.4853677749634,run-11
8,20,1,22.22952027217456,7.491303269770192,48.815047063817055,0,275.5325667858124,run-11
9,20,1,32.06251888560173,7.627730182091801,50.78384054930776,0,375.8312511444092,run-11
10,20,1,25.218738619621117,10.179154930693455,43.89556964280864,0,304.68237566947937,run-11
11,20,1,28.280036980110623,11.27770452993097,60.02567579871347,0,336.27793884277344,run-11
12,20,1,16.22648283038547,12.923724293001111,44.27976613809428,0,212.9610857963562,run-11
13,20,1,20.40707362224378,7.60406579057512,33.31838245493297,0,260.5932810306549,run-11
14,20,1,27.14849439577816,7.214935802798799,41.52579755625452,0,330.51846575737,run-11
